,FinalID,StandardisedTraitName,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,uniqueID,Temp(kel),1/kT,log_TraitValues
21557,MTD5028,Specific Growth Rate,3.51e-06,s^-1,43.9638,Celsius,1381,317.1138,36.5941883025,-12.5598945205
21558,MTD5028,Specific Growth Rate,3.84e-06,s^-1,45.2295,Celsius,1381,318.3795,36.4487101416,-12.4700381914
21559,MTD5028,Specific Growth Rate,4.22e-06,s^-1,47.0192,Celsius,1381,320.1692,36.244967069,-12.3756754299
21560,MTD5028,Specific Growth Rate,4.52e-06,s^-1,48.5868,Celsius,1381,321.7368,36.0683705144,-12.3069985641
21561,MTD5028,Specific Growth Rate,4.69e-06,s^-1,50.2346,Celsius,1381,323.3846,35.8845848272,-12.2700779755
21562,MTD5028,Specific Growth Rate,4.81e-06,s^-1,51.8841,Celsius,1381,325.0341,35.7024758649,-12.2448134738
21564,MTD5028,Specific Growth Rate,4.87e-06,s^-1,55.4907,Celsius,1381,328.6407,35.3106663615,-12.2324166209
21565,MTD5028,Specific Growth Rate,4.88e-06,s^-1,57.2199,Celsius,1381,330.3699,35.125845637,-12.2303653381
21566,MTD5028,Specific Growth Rate,4.74e-06,s^-1,58.5031,Celsius,1381,331.6531,34.9899401227,-12.2594734223
21567,MTD5028,Specific Growth Rate,4.11e-06,s^-1,60.1815,Celsius,1381,333.3315,34.8137578072,-12.4020875295
21568,MTD5028,Specific Growth Rate,2.13e-06,s^-1,62.1368,Celsius,1381,335.2868,34.6107335884,-13.0593885782
21573,MTD5029,Specific Growth Rate,1.49e-06,s^-1,7.985,Celsius,1382,281.135,41.2774009302,-13.416734438
21574,MTD5029,Specific Growth Rate,1.96e-06,s^-1,10.904,Celsius,1382,284.054,40.8532254801,-13.1425660847
21575,MTD5029,Specific Growth Rate,2.63e-06,s^-1,12.85,Celsius,1382,286.0,40.5752521347,-12.8485267118
21576,MTD5029,Specific Growth Rate,2.2e-06,s^-1,15.931,Celsius,1382,289.081,40.1428046482,-13.0270531976
21577,MTD5029,Specific Growth Rate,2.96e-06,s^-1,18.526,Celsius,1382,291.676,39.7856598092,-12.7303212896
21578,MTD5029,Specific Growth Rate,3.31e-06,s^-1,20.634,Celsius,1382,293.784,39.5001841847,-12.6185623686
21579,MTD5029,Specific Growth Rate,4.2e-06,s^-1,22.418,Celsius,1382,295.568,39.2617675476,-12.3804260327
21580,MTD5029,Specific Growth Rate,3.94e-06,s^-1,25.336,Celsius,1382,298.486,38.8779443944,-12.4443298347
21581,MTD5029,Specific Growth Rate,3.53e-06,s^-1,27.282,Celsius,1382,300.432,38.6261187574,-12.554212687
21583,MTD5029,Specific Growth Rate,3.28e-06,s^-1,30.201,Celsius,1382,303.351,38.2544382927,-12.6276671356
21586,MTD5030,Specific Growth Rate,1.46e-06,s^-1,6.754,Celsius,1383,279.904,41.4589363157,-13.4370741222
21587,MTD5030,Specific Growth Rate,1.29e-06,s^-1,9.926,Celsius,1383,283.076,40.9943693938,-13.5608683396
21588,MTD5030,Specific Growth Rate,1.28e-06,s^-1,11.866,Celsius,1383,285.016,40.7153356672,-13.56865048
21589,MTD5030,Specific Growth Rate,1.7e-06,s^-1,14.878,Celsius,1383,288.028,40.2895625096,-13.2848823069
21590,MTD5030,Specific Growth Rate,3.02e-06,s^-1,17.906,Celsius,1383,291.056,39.8704101978,-12.7102537266
21591,MTD5030,Specific Growth Rate,2.14e-06,s^-1,19.829,Celsius,1383,292.979,39.6087163603,-13.0547047289
21592,MTD5030,Specific Growth Rate,2.67e-06,s^-1,21.782,Celsius,1383,294.932,39.3464327727,-12.8334320856
21593,MTD5030,Specific Growth Rate,2.97e-06,s^-1,24.964,Celsius,1383,298.114,38.9264580346,-12.7269486051
21594,MTD5030,Specific Growth Rate,2.47e-06,s^-1,26.895,Celsius,1383,300.045,38.6759389776,-12.9112924073
21596,MTD5030,Specific Growth Rate,3.02e-06,s^-1,29.906,Celsius,1383,303.056,38.2916758306,-12.7102537266
21597,MTD5030,Specific Growth Rate,1.06e-06,s^-1,32.86,Celsius,1383,306.01,37.9220355888,-13.7572416498
21599,MTD5031,Specific Growth Rate,2.21e-06,s^-1,4.223,Celsius,1384,277.373,41.837244831,-13.0225180424
21600,MTD5031,Specific Growth Rate,2.5e-06,s^-1,7.44,Celsius,1384,280.59,41.3575755035,-12.8992198261
21601,MTD5031,Specific Growth Rate,1.98e-06,s^-1,10.642,Celsius,1384,283.792,40.8909416422,-13.1324137133
21602,MTD5031,Specific Growth Rate,2.67e-06,s^-1,12.851,Celsius,1384,286.001,40.5751102637,-12.8334320856
21603,MTD5031,Specific Growth Rate,2.84e-06,s^-1,15.896,Celsius,1384,289.046,40.1476654599,-12.7717065058
21604,MTD5031,Specific Growth Rate,4.02e-06,s^-1,19.125,Celsius,1384,292.275,39.7041214969,-12.4242286553
21605,MTD5031,Specific Growth Rate,5.57e-06,s^-1,21.511,Celsius,1384,294.661,39.3826197241,-12.098115504
21606,MTD5031,Specific Growth Rate,5.7e-06,s^-1,23.54,Celsius,1384,296.69,39.1132903385,-12.0750443831
21608,MTD5031,Specific Growth Rate,3.64e-06,s^-1,29.937,Celsius,1384,303.087,38.2877593249,-12.5235268763
21612,MTD5032,Specific Growth Rate,1.72e-06,s^-1,10.25,Celsius,1385,283.4,40.9475021543,-13.2731862671
21613,MTD5032,Specific Growth Rate,2.58e-06,s^-1,12.297,Celsius,1385,285.447,40.653859072,-12.867721159
21614,MTD5032,Specific Growth Rate,2.62e-06,s^-1,15.679,Celsius,1385,288.829,40.1778287863,-12.8523362402
21615,MTD5032,Specific Growth Rate,4.48e-06,s^-1,18.416,Celsius,1385,291.566,39.8006698673,-12.3158875115
21616,MTD5032,Specific Growth Rate,4.21e-06,s^-1,20.44,Celsius,1385,293.59,39.5262853317,-12.3780479103
21618,MTD5032,Specific Growth Rate,4.3e-06,s^-1,25.849,Celsius,1385,298.999,38.811240541,-12.3568955353
21619,MTD5032,Specific Growth Rate,4.27e-06,s^-1,28.891,Celsius,1385,302.041,38.4203538941,-12.3638967307
21620,MTD5032,Specific Growth Rate,4.36e-06,s^-1,30.921,Celsius,1385,304.071,38.1638568312,-12.3430385006
21621,MTD5032,Specific Growth Rate,9.9e-07,s^-1,33.891,Celsius,1385,307.041,37.7946987878,-13.8255608938
21624,MTD5033,Specific Growth Rate,9.9e-07,s^-1,5.066,Celsius,1386,278.216,41.7104771491,-13.8255608938
21625,MTD5033,Specific Growth Rate,9e-07,s^-1,8.472,Celsius,1386,281.622,41.2060212289,-13.9208710736
21626,MTD5033,Specific Growth Rate,9.8e-07,s^-1,10.418,Celsius,1386,283.568,40.9232427866,-13.8357132653
21627,MTD5033,Specific Growth Rate,1.94e-06,s^-1,13.985,Celsius,1386,287.135,40.4148644732,-13.1528225849
21628,MTD5033,Specific Growth Rate,2.53e-06,s^-1,17.066,Celsius,1386,290.216,39.9858109495,-12.8872912552
21629,MTD5033,Specific Growth Rate,2.93e-06,s^-1,19.336,Celsius,1386,292.486,39.6754788623,-12.7405081349
21630,MTD5033,Specific Growth Rate,3.61e-06,s^-1,21.445,Celsius,1386,294.595,39.391442864,-12.5318027856
21631,MTD5033,Specific Growth Rate,4.09e-06,s^-1,24.688,Celsius,1386,297.838,38.962530337,-12.4069655879
21633,MTD5033,Specific Growth Rate,3.37e-06,s^-1,30.039,Celsius,1386,303.189,38.2748784109,-12.6005978136
21634,MTD5033,Specific Growth Rate,1.05e-06,s^-1,33.282,Celsius,1386,306.432,37.8698116075,-13.7667203938
21636,MTD5034,Specific Growth Rate,7.1e-07,s^-1,9.369,Celsius,1387,282.519,41.0751917942,-14.1580008669
21637,MTD5034,Specific Growth Rate,8.7e-07,s^-1,12.375,Celsius,1387,285.525,40.6427532108,-13.9547726253
21638,MTD5034,Specific Growth Rate,1.09e-06,s^-1,14.324,Celsius,1387,287.474,40.3672057665,-13.7293328617
21639,MTD5034,Specific Growth Rate,1.13e-06,s^-1,17.149,Celsius,1387,290.299,39.9743785219,-13.6932929252
21640,MTD5034,Specific Growth Rate,2.29e-06,s^-1,20.003,Celsius,1387,293.153,39.5852067368,-12.9869587404
21641,MTD5034,Specific Growth Rate,1.98e-06,s^-1,22.114,Celsius,1387,295.264,39.3021909563,-13.1324137133
21642,MTD5034,Specific Growth Rate,2.15e-06,s^-1,24.059,Celsius,1387,297.209,39.0449889153,-13.0500427158
21643,MTD5034,Specific Growth Rate,2.2e-06,s^-1,27.06,Celsius,1387,300.21,38.6546820909,-13.0270531976
21644,MTD5034,Specific Growth Rate,1.94e-06,s^-1,28.819,Celsius,1387,301.969,38.4295146539,-13.1528225849
21645,MTD5034,Specific Growth Rate,2.31e-06,s^-1,29.71,Celsius,1387,302.86,38.3164568134,-12.9782630334
21649,MTD5035,Specific Growth Rate,2.07e-06,s^-1,6.85,Celsius,1388,280.0,41.4447218233,-13.0879619507
21650,MTD5035,Specific Growth Rate,3.89e-06,s^-1,9.769,Celsius,1388,282.919,41.0171183643,-12.4571014003
21651,MTD5035,Specific Growth Rate,3.89e-06,s^-1,12.039,Celsius,1388,285.189,40.6906371232,-12.4571014003
21652,MTD5035,Specific Growth Rate,2.71e-06,s^-1,14.958,Celsius,1388,288.108,40.2783751597,-12.8185619231
21653,MTD5035,Specific Growth Rate,3.89e-06,s^-1,17.877,Celsius,1388,291.027,39.874383169,-12.4571014003
21654,MTD5035,Specific Growth Rate,3.35e-06,s^-1,19.823,Celsius,1388,292.973,39.609527535,-12.6065502121
21655,MTD5035,Specific Growth Rate,4.23e-06,s^-1,21.769,Celsius,1388,294.919,39.3481671595,-12.3733085649
